occurrence,capture,lane_index,lane,lane_event_index,frame_index,subevent_index,source_actor,target_actor,header_u32_00,header_u32_04,header_u32_08,marker_count,snapshot,chronology_shape,prior_same_snapshot_distance
occurrence-190,harvest.pcapng,0,main,648,81,0,value-001,value-001,value-002,value-003,value-004,1,snapshot-004,repeated-nonempty,1
occurrence-191,idle_in_party.pcapng,0,main,13,4,0,value-001,value-001,value-002,value-003,value-004,2,snapshot-001,first-observed-nonempty,
occurrence-192,idle_in_party.pcapng,0,main,49,13,0,value-001,value-001,value-002,value-003,value-004,2,snapshot-002,changed-same-count-nonempty,
occurrence-193,idling.pcapng,0,main,0,0,0,value-001,value-001,value-002,value-003,value-004,1,snapshot-001,first-observed-nonempty,
occurrence-194,idling.pcapng,0,main,12,8,0,value-001,value-001,value-002,value-003,value-004,1,snapshot-001,repeated-nonempty,1
occurrence-195,idling.pcapng,0,main,27,17,0,value-001,value-001,value-002,value-003,value-004,1,snapshot-001,repeated-nonempty,1
occurrence-196,idling.pcapng,0,main,39,25,0,value-001,value-001,value-002,value-003,value-004,1,snapshot-001,repeated-nonempty,1
occurrence-197,idling.pcapng,0,main,54,34,0,value-001,value-001,value-002,value-003,value-004,1,snapshot-001,repeated-nonempty,1
occurrence-198,idling.pcapng,0,main,68,44,0,value-001,value-001,value-002,value-003,value-004,1,snapshot-001,repeated-nonempty,1
occurrence-199,invite_join_party.pcapng,0,main,35,9,0,value-001,value-001,value-002,value-003,value-004,1,snapshot-001,first-observed-nonempty,
occurrence-200,invite_join_party.pcapng,0,main,71,21,0,value-001,value-001,value-002,value-003,value-004,1,snapshot-001,repeated-nonempty,1
occurrence-201,invite_join_party.pcapng,0,main,112,35,0,value-001,value-001,value-002,value-003,value-004,1,snapshot-001,repeated-nonempty,1
occurrence-202,invite_join_party.pcapng,0,main,138,43,0,value-001,value-001,value-002,value-003,value-004,1,snapshot-001,repeated-nonempty,1
occurrence-203,invite_join_party.pcapng,0,main,174,51,10,value-001,value-001,value-002,value-003,value-004,1,snapshot-001,repeated-nonempty,1
occurrence-204,invite_join_party.pcapng,0,main,200,59,0,value-001,value-001,value-002,value-003,value-004,1,snapshot-001,repeated-nonempty,1
occurrence-205,invite_join_party.pcapng,0,main,226,67,0,value-001,value-001,value-002,value-003,value-004,1,snapshot-001,repeated-nonempty,1
occurrence-206,invite_join_party.pcapng,0,main,262,76,0,value-001,value-001,value-002,value-003,value-004,1,snapshot-001,repeated-nonempty,1
occurrence-207,invite_join_party.pcapng,0,main,288,84,0,value-001,value-001,value-002,value-003,value-004,1,snapshot-001,repeated-nonempty,1
occurrence-208,invite_join_party.pcapng,0,main,332,96,0,value-001,value-001,value-002,value-003,value-004,2,snapshot-002,increased-count-nonempty,
occurrence-209,local_leve_complete.pcapng,0,main,27,9,0,value-001,value-001,value-002,value-003,value-004,1,snapshot-001,first-observed-nonempty,
occurrence-210,local_leve_complete.pcapng,0,main,56,20,0,value-001,value-001,value-002,value-003,value-004,1,snapshot-001,repeated-nonempty,1
occurrence-211,local_leve_complete.pcapng,0,main,102,36,0,value-001,value-001,value-002,value-003,value-004,1,snapshot-001,repeated-nonempty,1
occurrence-212,local_leve_complete.pcapng,0,main,135,47,0,value-001,value-001,value-002,value-003,value-004,1,snapshot-002,changed-same-count-nonempty,
occurrence-213,local_leve_complete.pcapng,0,main,194,62,0,value-001,value-001,value-002,value-003,value-004,1,snapshot-002,repeated-nonempty,1
occurrence-214,local_leve_complete.pcapng,0,main,223,73,0,value-001,value-001,value-002,value-003,value-004,1,snapshot-002,repeated-nonempty,1
occurrence-215,local_leve_complete.pcapng,0,main,264,85,0,value-001,value-001,value-002,value-003,value-004,1,snapshot-002,repeated-nonempty,1
occurrence-216,local_leve_complete.pcapng,0,main,292,95,0,value-001,value-001,value-002,value-003,value-004,1,snapshot-002,repeated-nonempty,1
occurrence-217,local_leve_complete.pcapng,0,main,337,108,0,value-001,value-001,value-002,value-003,value-004,1,snapshot-002,repeated-nonempty,1
occurrence-218,local_leve_complete.pcapng,0,main,366,118,0,value-001,value-001,value-002,value-003,value-004,1,snapshot-002,repeated-nonempty,1
occurrence-219,local_leve_complete.pcapng,0,main,413,131,0,value-001,value-001,value-002,value-003,value-004,1,snapshot-002,repeated-nonempty,1
occurrence-220,local_leve_complete.pcapng,0,main,446,140,0,value-001,value-001,value-002,value-003,value-004,1,snapshot-002,repeated-nonempty,1
occurrence-221,local_leve_complete.pcapng,0,main,492,153,0,value-001,value-001,value-002,value-003,value-004,1,snapshot-002,repeated-nonempty,1
occurrence-222,local_leve_complete.pcapng,0,main,526,165,0,value-001,value-001,value-002,value-003,value-004,1,snapshot-002,repeated-nonempty,1
occurrence-223,local_leve_complete.pcapng,0,main,564,176,0,value-001,value-001,value-002,value-003,value-004,1,snapshot-002,repeated-nonempty,1
occurrence-224,local_leve_complete.pcapng,0,main,820,197,0,value-001,value-001,value-002,value-003,value-004,1,snapshot-002,repeated-nonempty,1
occurrence-225,local_leve_complete.pcapng,0,main,851,209,0,value-001,value-001,value-002,value-003,value-004,1,snapshot-002,repeated-nonempty,1
occurrence-226,local_leve_complete.pcapng,0,main,889,220,0,value-001,value-001,value-002,value-003,value-004,1,snapshot-002,repeated-nonempty,1
occurrence-227,local_leve_complete.pcapng,0,main,926,232,0,value-001,value-001,value-002,value-003,value-004,1,snapshot-002,repeated-nonempty,1
occurrence-228,local_leve_complete.pcapng,0,main,970,244,0,value-001,value-001,value-002,value-003,value-004,1,snapshot-002,repeated-nonempty,1
occurrence-229,local_leve_complete.pcapng,0,main,1003,255,0,value-001,value-001,value-002,value-003,value-004,1,snapshot-002,repeated-nonempty,1
occurrence-230,local_leve_complete.pcapng,0,main,1048,269,0,value-001,value-001,value-002,value-003,value-004,1,snapshot-002,repeated-nonempty,1
occurrence-231,local_leve_complete.pcapng,0,main,1074,277,0,value-001,value-001,value-002,value-003,value-004,1,snapshot-002,repeated-nonempty,1
occurrence-232,local_leve_complete.pcapng,0,main,1109,285,0,value-001,value-001,value-002,value-003,value-004,1,snapshot-002,repeated-nonempty,1
occurrence-233,local_leve_complete.pcapng,0,main,1161,297,0,value-001,value-001,value-002,value-003,value-004,1,snapshot-002,repeated-nonempty,1
occurrence-234,local_leve_complete.pcapng,0,main,1208,311,0,value-001,value-001,value-002,value-003,value-004,1,snapshot-002,repeated-nonempty,1
occurrence-235,local_leve_complete.pcapng,0,main,1242,321,0,value-001,value-001,value-002,value-003,value-004,1,snapshot-002,repeated-nonempty,1
occurrence-236,local_leve_complete.pcapng,0,main,1289,335,0,value-001,value-001,value-002,value-003,value-004,1,snapshot-002,repeated-nonempty,1
occurrence-237,local_leve_complete.pcapng,0,main,1317,344,0,value-001,value-001,value-002,value-003,value-004,1,snapshot-002,repeated-nonempty,1
occurrence-238,local_leve_complete.pcapng,0,main,1585,365,10,value-001,value-001,value-002,value-003,value-004,1,snapshot-002,repeated-nonempty,1
occurrence-239,local_leve_complete.pcapng,0,main,1617,378,0,value-001,value-001,value-002,value-003,value-004,1,snapshot-002,repeated-nonempty,1
occurrence-240,local_leve_complete.pcapng,0,main,1647,388,0,value-001,value-001,value-002,value-003,value-004,1,snapshot-002,repeated-nonempty,1
occurrence-241,local_leve_complete.pcapng,0,main,1691,400,0,value-001,value-001,value-002,value-003,value-004,1,snapshot-002,repeated-nonempty,1
occurrence-242,local_leve_complete.pcapng,0,main,1727,412,0,value-001,value-001,value-002,value-003,value-004,1,snapshot-002,repeated-nonempty,1
occurrence-243,local_leve_complete.pcapng,0,main,1771,424,0,value-001,value-001,value-002,value-003,value-004,1,snapshot-002,repeated-nonempty,1
occurrence-244,local_leve_complete.pcapng,0,main,1806,434,1,value-001,value-001,value-002,value-003,value-004,1,snapshot-002,repeated-nonempty,1
occurrence-245,local_leve_complete.pcapng,0,main,1844,444,0,value-001,value-001,value-002,value-003,value-004,1,snapshot-002,repeated-nonempty,1
occurrence-246,local_leve_complete.pcapng,0,main,2089,462,0,value-001,value-001,value-002,value-003,value-004,1,snapshot-002,repeated-nonempty,1
occurrence-247,local_leve_complete.pcapng,0,main,2131,475,0,value-001,value-001,value-002,value-003,value-004,1,snapshot-002,repeated-nonempty,1
occurrence-248,local_leve_complete.pcapng,0,main,2161,485,0,value-001,value-001,value-002,value-003,value-004,1,snapshot-002,repeated-nonempty,1
occurrence-249,local_leve_complete.pcapng,0,main,2202,498,10,value-001,value-001,value-002,value-003,value-004,1,snapshot-003,changed-same-count-nonempty,
occurrence-250,local_leve_complete.pcapng,0,main,2260,511,0,value-001,value-001,value-002,value-003,value-004,1,snapshot-003,repeated-nonempty,1
occurrence-251,local_leve_complete.pcapng,0,main,2286,519,0,value-001,value-001,value-002,value-003,value-004,1,snapshot-004,changed-same-count-nonempty,
occurrence-252,mount_unmount_chocobo.pcapng,0,main,11,4,0,value-001,value-001,value-002,value-003,value-004,1,snapshot-001,first-observed-nonempty,
occurrence-253,mount_unmount_chocobo.pcapng,0,main,18,10,0,value-001,value-001,value-002,value-003,value-004,1,snapshot-002,changed-same-count-nonempty,
occurrence-254,move_around_gridania.pcapng,0,main,0,0,0,value-001,value-001,value-002,value-003,value-004,1,snapshot-001,first-observed-nonempty,
occurrence-255,move_around_gridania.pcapng,0,main,19,9,0,value-001,value-001,value-002,value-003,value-004,1,snapshot-002,changed-same-count-nonempty,
occurrence-256,move_around_gridania.pcapng,0,main,43,17,0,value-001,value-001,value-002,value-003,value-004,1,snapshot-003,changed-same-count-nonempty,
occurrence-257,move_around_gridania.pcapng,0,main,96,31,0,value-001,value-001,value-002,value-003,value-004,1,snapshot-004,changed-same-count-nonempty,
occurrence-258,move_around_gridania.pcapng,0,main,145,43,0,value-001,value-001,value-002,value-003,value-004,1,snapshot-005,changed-same-count-nonempty,
occurrence-259,move_around_gridania.pcapng,0,main,319,62,0,value-001,value-001,value-002,value-003,value-004,1,snapshot-006,changed-same-count-nonempty,
occurrence-260,move_around_gridania.pcapng,0,main,438,82,10,value-001,value-001,value-002,value-003,value-004,1,snapshot-007,changed-same-count-nonempty,
occurrence-261,move_around_gridania.pcapng,0,main,502,98,0,value-001,value-001,value-002,value-003,value-004,1,snapshot-008,changed-same-count-nonempty,
occurrence-262,move_around_gridania.pcapng,0,main,604,116,0,value-001,value-001,value-002,value-003,value-004,1,snapshot-009,changed-same-count-nonempty,
occurrence-263,move_around_gridania.pcapng,0,main,651,130,0,value-001,value-001,value-002,value-003,value-004,1,snapshot-010,changed-same-count-nonempty,
occurrence-264,move_around_gridania.pcapng,0,main,718,146,0,value-001,value-001,value-002,value-003,value-004,1,snapshot-011,changed-same-count-nonempty,
occurrence-265,move_around_gridania.pcapng,0,main,737,156,0,value-001,value-001,value-002,value-003,value-004,1,snapshot-012,changed-same-count-nonempty,
occurrence-266,move_around_gridania.pcapng,0,main,752,165,0,value-001,value-001,value-002,value-003,value-004,1,snapshot-013,changed-same-count-nonempty,
occurrence-267,move_around_gridania.pcapng,0,main,771,176,0,value-001,value-001,value-002,value-003,value-004,1,snapshot-014,changed-same-count-nonempty,
occurrence-268,move_around_gridania.pcapng,0,main,787,185,0,value-001,value-001,value-002,value-003,value-004,1,snapshot-015,changed-same-count-nonempty,
occurrence-269,move_around_gridania.pcapng,0,main,805,194,0,value-001,value-001,value-002,value-003,value-004,1,snapshot-016,changed-same-count-nonempty,
occurrence-270,move_around_gridania.pcapng,0,main,853,208,0,value-001,value-001,value-002,value-003,value-004,1,snapshot-017,changed-same-count-nonempty,
occurrence-271,move_around_gridania.pcapng,0,main,879,219,0,value-001,value-001,value-002,value-003,value-004,1,snapshot-018,changed-same-count-nonempty,
occurrence-272,move_around_gridania.pcapng,0,main,952,233,0,value-001,value-001,value-002,value-003,value-004,1,snapshot-019,changed-same-count-nonempty,
occurrence-273,move_around_gridania.pcapng,0,main,994,245,0,value-001,value-001,value-002,value-003,value-004,1,snapshot-020,changed-same-count-nonempty,
occurrence-274,move_around_gridania.pcapng,0,main,1027,257,0,value-001,value-001,value-002,value-003,value-004,1,snapshot-021,changed-same-count-nonempty,
occurrence-275,move_around_gridania.pcapng,0,main,1043,265,0,value-001,value-001,value-002,value-003,value-004,1,snapshot-022,changed-same-count-nonempty,
occurrence-276,move_out_of_room.pcapng,0,main,848,61,0,value-001,value-001,value-002,value-003,value-004,1,snapshot-001,first-observed-nonempty,
occurrence-277,move_out_of_room.pcapng,0,main,877,71,0,value-001,value-001,value-002,value-003,value-004,1,snapshot-001,repeated-nonempty,1
occurrence-278,move_out_of_room.pcapng,0,main,913,80,0,value-001,value-001,value-002,value-003,value-004,1,snapshot-001,repeated-nonempty,1
occurrence-279,move_out_of_room.pcapng,0,main,939,88,0,value-001,value-001,value-002,value-003,value-004,1,snapshot-001,repeated-nonempty,1
occurrence-280,move_out_of_room.pcapng,0,main,1011,102,0,value-001,value-001,value-002,value-003,value-004,1,snapshot-002,changed-same-count-nonempty,
occurrence-281,move_out_of_room.pcapng,0,main,1107,123,0,value-001,value-001,value-002,value-003,value-004,1,snapshot-003,changed-same-count-nonempty,
occurrence-282,moving_around_gridania.pcapng,0,main,1,1,0,value-001,value-001,value-002,value-003,value-004,1,snapshot-001,first-observed-nonempty,
occurrence-283,moving_around_gridania.pcapng,0,main,108,21,0,value-001,value-001,value-002,value-003,value-004,1,snapshot-002,changed-same-count-nonempty,
occurrence-284,moving_around_gridania.pcapng,0,main,202,38,0,value-001,value-001,value-002,value-003,value-004,1,snapshot-003,changed-same-count-nonempty,
occurrence-285,moving_around_gridania.pcapng,0,main,273,55,0,value-001,value-001,value-002,value-003,value-004,1,snapshot-004,changed-same-count-nonempty,
occurrence-286,moving_around_gridania.pcapng,0,main,368,78,0,value-001,value-001,value-002,value-003,value-004,1,snapshot-005,changed-same-count-nonempty,
occurrence-287,moving_around_gridania.pcapng,0,main,458,95,0,value-001,value-001,value-002,value-003,value-004,1,snapshot-006,changed-same-count-nonempty,
occurrence-288,moving_around_gridania.pcapng,0,main,554,119,0,value-001,value-001,value-002,value-003,value-004,1,snapshot-007,changed-same-count-nonempty,
occurrence-289,moving_around_gridania.pcapng,0,main,657,137,0,value-001,value-001,value-002,value-003,value-004,1,snapshot-008,changed-same-count-nonempty,
occurrence-290,moving_around_gridania.pcapng,0,main,757,155,0,value-001,value-001,value-002,value-003,value-004,1,snapshot-009,changed-same-count-nonempty,
occurrence-291,moving_around_gridania.pcapng,0,main,844,171,0,value-001,value-001,value-002,value-003,value-004,1,snapshot-010,changed-same-count-nonempty,
occurrence-292,moving_around_gridania.pcapng,0,main,889,186,0,value-001,value-001,value-002,value-003,value-004,1,snapshot-011,changed-same-count-nonempty,
occurrence-293,moving_around_gridania.pcapng,0,main,1394,221,16,value-001,value-001,value-002,value-003,value-004,1,snapshot-012,changed-same-count-nonempty,
occurrence-294,moving_around_gridania.pcapng,0,main,1472,235,0,value-001,value-001,value-002,value-003,value-004,1,snapshot-013,changed-same-count-nonempty,
occurrence-295,moving_around_gridania.pcapng,0,main,1519,248,0,value-001,value-001,value-002,value-003,value-004,1,snapshot-014,changed-same-count-nonempty,
occurrence-296,moving_around_gridania.pcapng,0,main,1561,263,0,value-001,value-001,value-002,value-003,value-004,1,snapshot-015,changed-same-count-nonempty,
occurrence-297,moving_around_gridania.pcapng,0,main,1623,278,0,value-001,value-001,value-002,value-003,value-004,1,snapshot-016,changed-same-count-nonempty,
occurrence-298,moving_around_gridania.pcapng,0,main,1728,295,0,value-001,value-001,value-002,value-003,value-004,1,snapshot-017,changed-same-count-nonempty,
occurrence-299,moving_around_gridania.pcapng,0,main,1798,310,0,value-001,value-001,value-002,value-003,value-004,1,snapshot-018,changed-same-count-nonempty,
occurrence-300,moving_around_gridania.pcapng,0,main,1907,327,0,value-001,value-001,value-002,value-003,value-004,1,snapshot-019,changed-same-count-nonempty,
occurrence-301,moving_around_gridania.pcapng,0,main,1993,342,0,value-001,value-001,value-002,value-003,value-004,1,snapshot-020,changed-same-count-nonempty,
occurrence-302,moving_around_gridania.pcapng,0,main,2020,352,0,value-001,value-001,value-002,value-003,value-004,1,snapshot-021,changed-same-count-nonempty,
occurrence-303,moving_around_gridania.pcapng,0,main,2058,364,0,value-001,value-001,value-002,value-003,value-004,1,snapshot-022,changed-same-count-nonempty,
occurrence-304,moving_around_gridania.pcapng,0,main,2088,375,0,value-001,value-001,value-002,value-003,value-004,1,snapshot-023,changed-same-count-nonempty,
occurrence-305,moving_around_gridania.pcapng,0,main,2258,401,5,value-001,value-001,value-002,value-003,value-004,1,snapshot-024,changed-same-count-nonempty,
occurrence-306,moving_around_gridania.pcapng,0,main,2372,424,0,value-001,value-001,value-002,value-003,value-004,1,snapshot-025,changed-same-count-nonempty,
occurrence-307,moving_around_gridania.pcapng,0,main,2641,450,0,value-001,value-001,value-002,value-003,value-004,1,snapshot-026,changed-same-count-nonempty,
occurrence-308,moving_around_gridania.pcapng,0,main,2680,461,0,value-001,value-001,value-002,value-003,value-004,1,snapshot-027,changed-same-count-nonempty,
occurrence-309,moving_around_gridania.pcapng,0,main,2725,474,0,value-001,value-001,value-002,value-003,value-004,1,snapshot-028,changed-same-count-nonempty,
occurrence-310,moving_around_gridania.pcapng,0,main,2780,488,0,value-001,value-001,value-002,value-003,value-004,1,snapshot-029,changed-same-count-nonempty,
occurrence-311,moving_around_gridania.pcapng,0,main,2807,497,0,value-001,value-001,value-002,value-003,value-004,1,snapshot-030,changed-same-count-nonempty,
occurrence-312,moving_around_gridania.pcapng,0,main,2860,509,0,value-001,value-001,value-002,value-003,value-004,1,snapshot-031,changed-same-count-nonempty,
occurrence-313,moving_around_gridania.pcapng,0,main,2904,522,0,value-001,value-001,value-002,value-003,value-004,1,snapshot-032,changed-same-count-nonempty,
occurrence-314,moving_around_gridania.pcapng,0,main,2941,532,0,value-001,value-001,value-002,value-003,value-004,1,snapshot-033,changed-same-count-nonempty,
occurrence-315,moving_around_gridania.pcapng,0,main,2968,541,0,value-001,value-001,value-002,value-003,value-004,1,snapshot-034,changed-same-count-nonempty,
occurrence-316,moving_around_gridania.pcapng,0,main,3005,551,0,value-001,value-001,value-002,value-003,value-004,1,snapshot-035,changed-same-count-nonempty,
occurrence-317,moving_around_gridania.pcapng,0,main,3048,561,0,value-001,value-001,value-002,value-003,value-004,1,snapshot-036,changed-same-count-nonempty,
occurrence-318,moving_around_gridania.pcapng,0,main,3160,581,0,value-001,value-001,value-002,value-003,value-004,1,snapshot-037,changed-same-count-nonempty,
occurrence-319,moving_around_gridania.pcapng,0,main,3192,593,0,value-001,value-001,value-002,value-003,value-004,1,snapshot-038,changed-same-count-nonempty,
occurrence-320,moving_around_gridania.pcapng,0,main,3275,613,0,value-001,value-001,value-002,value-003,value-004,1,snapshot-039,changed-same-count-nonempty,
occurrence-321,moving_around_gridania.pcapng,0,main,3310,626,0,value-001,value-001,value-002,value-003,value-004,1,snapshot-040,changed-same-count-nonempty,
occurrence-322,moving_around_gridania.pcapng,0,main,3345,638,0,value-001,value-001,value-002,value-003,value-004,1,snapshot-041,changed-same-count-nonempty,
occurrence-323,moving_around_gridania.pcapng,0,main,3368,649,0,value-001,value-001,value-002,value-003,value-004,1,snapshot-042,changed-same-count-nonempty,
occurrence-324,moving_around_gridania.pcapng,0,main,3416,662,0,value-001,value-001,value-002,value-003,value-004,1,snapshot-043,changed-same-count-nonempty,
occurrence-325,moving_around_gridania.pcapng,0,main,3438,672,0,value-001,value-001,value-002,value-003,value-004,1,snapshot-044,changed-same-count-nonempty,
occurrence-326,moving_around_gridania.pcapng,0,main,3516,687,0,value-001,value-001,value-002,value-003,value-004,1,snapshot-045,changed-same-count-nonempty,
occurrence-327,moving_around_gridania.pcapng,0,main,3551,701,0,value-001,value-001,value-002,value-003,value-004,1,snapshot-046,changed-same-count-nonempty,
occurrence-328,moving_around_gridania.pcapng,0,main,3591,714,0,value-001,value-001,value-002,value-003,value-004,1,snapshot-047,changed-same-count-nonempty,
occurrence-329,moving_around_gridania.pcapng,0,main,3675,730,0,value-001,value-001,value-002,value-003,value-004,1,snapshot-048,changed-same-count-nonempty,
occurrence-330,moving_around_gridania.pcapng,0,main,3871,744,30,value-001,value-001,value-002,value-003,value-004,1,snapshot-049,changed-same-count-nonempty,
occurrence-331,moving_around_gridania.pcapng,0,main,4054,765,0,value-001,value-001,value-002,value-003,value-004,1,snapshot-050,changed-same-count-nonempty,
occurrence-332,moving_around_gridania.pcapng,0,main,4131,781,0,value-001,value-001,value-002,value-003,value-004,1,snapshot-051,changed-same-count-nonempty,
occurrence-333,moving_around_gridania.pcapng,0,main,4169,793,0,value-001,value-001,value-002,value-003,value-004,1,snapshot-052,changed-same-count-nonempty,
occurrence-334,moving_around_gridania.pcapng,0,main,4235,808,0,value-001,value-001,value-002,value-003,value-004,1,snapshot-053,changed-same-count-nonempty,
occurrence-335,moving_around_gridania.pcapng,0,main,4487,829,0,value-001,value-001,value-002,value-003,value-004,1,snapshot-054,changed-same-count-nonempty,
occurrence-336,moving_around_gridania.pcapng,0,main,4539,843,0,value-001,value-001,value-002,value-003,value-004,1,snapshot-055,changed-same-count-nonempty,
occurrence-337,moving_around_gridania.pcapng,0,main,4583,854,0,value-001,value-001,value-002,value-003,value-004,1,snapshot-056,changed-same-count-nonempty,
occurrence-338,moving_around_gridania.pcapng,0,main,4613,866,0,value-001,value-001,value-002,value-003,value-004,1,snapshot-057,changed-same-count-nonempty,
occurrence-339,moving_around_gridania.pcapng,0,main,4656,877,0,value-001,value-001,value-002,value-003,value-004,1,snapshot-058,changed-same-count-nonempty,
occurrence-340,moving_around_gridania.pcapng,0,main,4700,892,0,value-001,value-001,value-002,value-003,value-004,1,snapshot-059,changed-same-count-nonempty,
occurrence-341,moving_around_gridania.pcapng,0,main,4744,905,0,value-001,value-001,value-002,value-003,value-004,1,snapshot-060,changed-same-count-nonempty,
occurrence-342,moving_around_gridania.pcapng,0,main,4776,919,0,value-001,value-001,value-002,value-003,value-004,1,snapshot-061,changed-same-count-nonempty,
occurrence-343,moving_around_gridania.pcapng,0,main,4790,931,0,value-001,value-001,value-002,value-003,value-004,1,snapshot-062,changed-same-count-nonempty,
occurrence-344,moving_around_gridania.pcapng,0,main,4933,951,0,value-001,value-001,value-002,value-003,value-004,1,snapshot-063,changed-same-count-nonempty,
occurrence-345,moving_around_gridania.pcapng,0,main,4956,961,0,value-001,value-001,value-002,value-003,value-004,1,snapshot-064,changed-same-count-nonempty,
occurrence-346,moving_around_gridania.pcapng,0,main,5000,979,0,value-001,value-001,value-002,value-003,value-004,1,snapshot-065,changed-same-count-nonempty,
occurrence-347,moving_around_gridania.pcapng,0,main,5150,1001,0,value-001,value-001,value-002,value-003,value-004,1,snapshot-066,changed-same-count-nonempty,
occurrence-348,moving_around_gridania.pcapng,0,main,5259,1025,0,value-001,value-001,value-002,value-003,value-004,1,snapshot-067,changed-same-count-nonempty,
occurrence-349,moving_around_gridania.pcapng,0,main,5296,1035,0,value-001,value-001,value-002,value-003,value-004,1,snapshot-068,changed-same-count-nonempty,
occurrence-350,moving_around_gridania.pcapng,0,main,5323,1044,0,value-001,value-001,value-002,value-003,value-004,1,snapshot-069,changed-same-count-nonempty,
occurrence-351,moving_around_gridania.pcapng,0,main,5378,1058,0,value-001,value-001,value-002,value-003,value-004,1,snapshot-070,changed-same-count-nonempty,
