capture,direction,lane_index,frame_index,subevent_index,subevent_offset,opcode,subpacket_size,application_length,transport_source_actor_id,field_u64_0,field_u64_8,group_type_candidate,member_count
gridania_to_coerthas.pcapng,s2c,0,470,8,952,0x017D,64,32,43723073,150,23319597281729,,
gridania_to_coerthas.pcapng,s2c,0,470,9,1016,0x0183,152,120,43723073,150,23319597281729,,1
gridania_to_coerthas.pcapng,s2c,0,470,10,1168,0x017E,56,24,43723073,150,23319597281729,,
gridania_to_coerthas.pcapng,s2c,0,470,25,2720,0x017C,152,120,43723073,150,23319597282194,10002,
gridania_to_coerthas.pcapng,s2c,0,470,26,2872,0x017D,64,32,43723073,150,23319597282194,,
gridania_to_coerthas.pcapng,s2c,0,470,27,2936,0x0183,152,120,43723073,150,23319597282194,,1
gridania_to_coerthas.pcapng,s2c,0,470,28,3088,0x017E,56,24,43723073,150,23319597282194,,
gridania_to_coerthas.pcapng,s2c,0,471,0,0,0x017A,176,144,43723073,2702159776422299422,173508149446676,,
gridania_to_coerthas.pcapng,s2c,0,472,0,0,0x017A,176,144,43723073,2702159776422299321,173508149446676,,
gridania_to_coerthas.pcapng,s2c,0,474,7,800,0x017C,152,120,43723073,150,23319598321326,10002,
gridania_to_coerthas.pcapng,s2c,0,474,8,952,0x017D,64,32,43723073,150,23319598321326,,
gridania_to_coerthas.pcapng,s2c,0,474,9,1016,0x0183,152,120,43723073,150,23319598321326,,1
gridania_to_coerthas.pcapng,s2c,0,474,10,1168,0x017E,56,24,43723073,150,23319598321326,,
gridania_to_coerthas.pcapng,s2c,0,475,0,0,0x017A,176,144,43723073,2702159776422299424,173508149446676,,
gridania_to_coerthas.pcapng,s2c,0,478,0,0,0x018B,88,56,43723073,9223372036862634412,18446744069458307393,,
gridania_to_coerthas.pcapng,s2c,0,487,7,800,0x017C,152,120,43723073,150,23319603791274,10002,
gridania_to_coerthas.pcapng,s2c,0,487,8,952,0x017D,64,32,43723073,150,23319603791274,,
gridania_to_coerthas.pcapng,s2c,0,487,9,1016,0x0183,152,120,43723073,150,23319603791274,,1
gridania_to_coerthas.pcapng,s2c,0,487,10,1168,0x017E,56,24,43723073,150,23319603791274,,
gridania_to_coerthas.pcapng,s2c,0,490,0,0,0x017A,176,144,43723073,2702159776422300041,173508149446676,,
gridania_to_coerthas.pcapng,s2c,0,496,0,0,0x018B,88,56,43723073,9223372036862634412,18446744069458307393,,
gridania_to_coerthas.pcapng,s2c,0,507,7,800,0x017C,152,120,43723073,150,23319611582477,10002,
gridania_to_coerthas.pcapng,s2c,0,507,8,952,0x017D,64,32,43723073,150,23319611582477,,
gridania_to_coerthas.pcapng,s2c,0,507,9,1016,0x0183,152,120,43723073,150,23319611582477,,1
gridania_to_coerthas.pcapng,s2c,0,507,10,1168,0x017E,56,24,43723073,150,23319611582477,,
gridania_to_coerthas.pcapng,s2c,0,509,0,0,0x017A,176,144,43723073,2702159776422298668,173508149446676,,
gridania_to_coerthas.pcapng,s2c,0,512,0,0,0x018B,88,56,43723073,9223372036862634412,18446744069458307393,,
gridania_to_coerthas.pcapng,s2c,0,515,7,800,0x017C,152,120,43723073,150,23319613821300,10002,
gridania_to_coerthas.pcapng,s2c,0,515,8,952,0x017D,64,32,43723073,150,23319613821300,,
gridania_to_coerthas.pcapng,s2c,0,515,9,1016,0x0183,152,120,43723073,150,23319613821300,,1
gridania_to_coerthas.pcapng,s2c,0,515,10,1168,0x017E,56,24,43723073,150,23319613821300,,
gridania_to_coerthas.pcapng,s2c,0,515,25,2720,0x017C,152,120,43723073,150,23319613821759,10002,
gridania_to_coerthas.pcapng,s2c,0,515,26,2872,0x017D,64,32,43723073,150,23319613821759,,
gridania_to_coerthas.pcapng,s2c,0,515,27,2936,0x0183,152,120,43723073,150,23319613821759,,1
gridania_to_coerthas.pcapng,s2c,0,515,28,3088,0x017E,56,24,43723073,150,23319613821759,,
gridania_to_coerthas.pcapng,s2c,0,516,5,688,0x017C,152,120,43723073,150,23319613822204,10002,
gridania_to_coerthas.pcapng,s2c,0,516,6,840,0x017D,64,32,43723073,150,23319613822204,,
gridania_to_coerthas.pcapng,s2c,0,516,7,904,0x0183,152,120,43723073,150,23319613822204,,1
gridania_to_coerthas.pcapng,s2c,0,516,8,1056,0x017E,56,24,43723073,150,23319613822204,,
gridania_to_coerthas.pcapng,s2c,0,518,0,0,0x017A,176,144,43723073,2702159776422299408,173508149446676,,
gridania_to_coerthas.pcapng,s2c,0,518,1,176,0x017A,176,144,43723073,2702159776422299450,173508149446676,,
gridania_to_coerthas.pcapng,s2c,0,518,2,352,0x017A,176,144,43723073,2702159776422299766,173508149446676,,
gridania_to_coerthas.pcapng,s2c,0,520,7,800,0x017C,152,120,43723073,150,23319614881599,10002,
gridania_to_coerthas.pcapng,s2c,0,520,8,952,0x017D,64,32,43723073,150,23319614881599,,
gridania_to_coerthas.pcapng,s2c,0,520,9,1016,0x0183,152,120,43723073,150,23319614881599,,1
gridania_to_coerthas.pcapng,s2c,0,520,10,1168,0x017E,56,24,43723073,150,23319614881599,,
gridania_to_coerthas.pcapng,s2c,0,520,25,2720,0x017C,152,120,43723073,150,23319614882082,10002,
gridania_to_coerthas.pcapng,s2c,0,520,26,2872,0x017D,64,32,43723073,150,23319614882082,,
gridania_to_coerthas.pcapng,s2c,0,520,27,2936,0x0183,152,120,43723073,150,23319614882082,,1
gridania_to_coerthas.pcapng,s2c,0,520,28,3088,0x017E,56,24,43723073,150,23319614882082,,
gridania_to_coerthas.pcapng,s2c,0,521,5,688,0x017C,152,120,43723073,150,23319614882528,10002,
gridania_to_coerthas.pcapng,s2c,0,521,6,840,0x017D,64,32,43723073,150,23319614882528,,
gridania_to_coerthas.pcapng,s2c,0,521,7,904,0x0183,152,120,43723073,150,23319614882528,,1
gridania_to_coerthas.pcapng,s2c,0,521,8,1056,0x017E,56,24,43723073,150,23319614882528,,
gridania_to_coerthas.pcapng,s2c,0,523,0,0,0x017A,176,144,43723073,2702159776422299764,173508149446676,,
gridania_to_coerthas.pcapng,s2c,0,523,1,176,0x017A,176,144,43723073,2702159776422299407,173508149446676,,
gridania_to_coerthas.pcapng,s2c,0,523,2,352,0x017A,176,144,43723073,2702159776422299767,173508149446676,,
gridania_to_coerthas.pcapng,s2c,0,525,7,800,0x017C,152,120,43723073,150,23319615910973,10002,
gridania_to_coerthas.pcapng,s2c,0,525,8,952,0x017D,64,32,43723073,150,23319615910973,,
gridania_to_coerthas.pcapng,s2c,0,525,9,1016,0x0183,152,120,43723073,150,23319615910973,,1
gridania_to_coerthas.pcapng,s2c,0,526,0,0,0x017E,56,24,43723073,150,23319615910973,,
gridania_to_coerthas.pcapng,s2c,0,526,15,1552,0x017C,152,120,43723073,150,23319615911516,10002,
gridania_to_coerthas.pcapng,s2c,0,526,16,1704,0x017D,64,32,43723073,150,23319615911516,,
gridania_to_coerthas.pcapng,s2c,0,526,17,1768,0x0183,152,120,43723073,150,23319615911516,,1
gridania_to_coerthas.pcapng,s2c,0,526,18,1920,0x017E,56,24,43723073,150,23319615911516,,
gridania_to_coerthas.pcapng,s2c,0,526,33,3472,0x017C,152,120,43723073,150,23319615911954,10002,
gridania_to_coerthas.pcapng,s2c,0,526,34,3624,0x017D,64,32,43723073,150,23319615911954,,
gridania_to_coerthas.pcapng,s2c,0,526,35,3688,0x0183,152,120,43723073,150,23319615911954,,1
gridania_to_coerthas.pcapng,s2c,0,526,36,3840,0x017E,56,24,43723073,150,23319615911954,,
gridania_to_coerthas.pcapng,s2c,0,527,11,1344,0x017C,152,120,43723073,150,23319615912391,10002,
gridania_to_coerthas.pcapng,s2c,0,527,12,1496,0x017D,64,32,43723073,150,23319615912391,,
gridania_to_coerthas.pcapng,s2c,0,527,13,1560,0x0183,152,120,43723073,150,23319615912391,,1
gridania_to_coerthas.pcapng,s2c,0,527,14,1712,0x017E,56,24,43723073,150,23319615912391,,
gridania_to_coerthas.pcapng,s2c,0,529,0,0,0x017A,176,144,43723073,2702159776422299447,173508149446676,,
gridania_to_coerthas.pcapng,s2c,0,529,1,176,0x017A,176,144,43723073,2702159776422299451,173508149446676,,
gridania_to_coerthas.pcapng,s2c,0,529,2,352,0x017A,176,144,43723073,2702159776422299445,173508149446676,,
gridania_to_coerthas.pcapng,s2c,0,529,3,528,0x017A,176,144,43723073,2702159776422299765,173508149446676,,
gridania_to_coerthas.pcapng,s2c,0,530,7,800,0x017C,152,120,43723073,150,23319616951178,10002,
gridania_to_coerthas.pcapng,s2c,0,530,8,952,0x017D,64,32,43723073,150,23319616951178,,
gridania_to_coerthas.pcapng,s2c,0,530,9,1016,0x0183,152,120,43723073,150,23319616951178,,1
gridania_to_coerthas.pcapng,s2c,0,530,10,1168,0x017E,56,24,43723073,150,23319616951178,,
gridania_to_coerthas.pcapng,s2c,0,532,0,0,0x017A,176,144,43723073,2702159776422299442,173508149446676,,
gridania_to_coerthas.pcapng,s2c,0,534,0,0,0x018B,88,56,43723073,9223372036862634412,18446744069458307393,,
gridania_to_coerthas.pcapng,s2c,0,547,7,800,0x017C,152,120,43723073,150,23319623471565,10002,
gridania_to_coerthas.pcapng,s2c,0,547,8,952,0x017D,64,32,43723073,150,23319623471565,,
gridania_to_coerthas.pcapng,s2c,0,547,9,1016,0x0183,152,120,43723073,150,23319623471565,,1
gridania_to_coerthas.pcapng,s2c,0,547,10,1168,0x017E,56,24,43723073,150,23319623471565,,
gridania_to_coerthas.pcapng,s2c,0,548,0,0,0x017A,176,144,43723073,2702159776422299298,173508149446676,,
gridania_to_coerthas.pcapng,s2c,0,549,0,0,0x018B,88,56,43723073,9223372036862634412,18446744069458307393,,
gridania_to_coerthas.pcapng,s2c,0,562,0,0,0x018B,88,56,43723073,9223372036862634412,18446744069458307393,,
gridania_to_coerthas.pcapng,s2c,0,575,7,800,0x017C,152,120,43723073,150,23319635754721,10002,
gridania_to_coerthas.pcapng,s2c,0,575,8,952,0x017D,64,32,43723073,150,23319635754721,,
gridania_to_coerthas.pcapng,s2c,0,575,9,1016,0x0183,152,120,43723073,150,23319635754721,,1
gridania_to_coerthas.pcapng,s2c,0,575,10,1168,0x017E,56,24,43723073,150,23319635754721,,
gridania_to_coerthas.pcapng,s2c,0,578,0,0,0x018B,88,56,43723073,9223372036862634412,18446744069458307393,,
gridania_to_coerthas.pcapng,s2c,0,578,1,88,0x017A,176,144,43723073,2702159776422299400,173508149446676,,
gridania_to_coerthas.pcapng,s2c,0,581,4,520,0x017C,152,120,43723073,150,23319636870792,10002,
gridania_to_coerthas.pcapng,s2c,0,581,5,672,0x017D,64,32,43723073,150,23319636870792,,
gridania_to_coerthas.pcapng,s2c,0,581,6,736,0x0183,152,120,43723073,150,23319636870792,,1
gridania_to_coerthas.pcapng,s2c,0,581,7,888,0x017E,56,24,43723073,150,23319636870792,,
gridania_to_coerthas.pcapng,s2c,0,584,0,0,0x017A,176,144,43723073,2702159776422299592,173508149446676,,
gridania_to_coerthas.pcapng,s2c,0,587,7,800,0x017C,152,120,43723073,150,23319639051452,10002,
gridania_to_coerthas.pcapng,s2c,0,587,8,952,0x017D,64,32,43723073,150,23319639051452,,
gridania_to_coerthas.pcapng,s2c,0,587,9,1016,0x0183,152,120,43723073,150,23319639051452,,1
gridania_to_coerthas.pcapng,s2c,0,587,10,1168,0x017E,56,24,43723073,150,23319639051452,,
gridania_to_coerthas.pcapng,s2c,0,587,25,2720,0x017C,152,120,43723073,150,23319639051908,10002,
gridania_to_coerthas.pcapng,s2c,0,587,26,2872,0x017D,64,32,43723073,150,23319639051908,,
gridania_to_coerthas.pcapng,s2c,0,587,27,2936,0x0183,152,120,43723073,150,23319639051908,,1
gridania_to_coerthas.pcapng,s2c,0,587,28,3088,0x017E,56,24,43723073,150,23319639051908,,
gridania_to_coerthas.pcapng,s2c,0,590,0,0,0x017A,176,144,43723073,2702159776422299598,173508149446676,,
gridania_to_coerthas.pcapng,s2c,0,591,0,0,0x017A,176,144,43723073,2702159776422299779,173508149446676,,
gridania_to_coerthas.pcapng,s2c,0,592,7,800,0x017C,152,120,43723073,150,23319640073847,10002,
gridania_to_coerthas.pcapng,s2c,0,592,8,952,0x017D,64,32,43723073,150,23319640073847,,
gridania_to_coerthas.pcapng,s2c,0,592,9,1016,0x0183,152,120,43723073,150,23319640073847,,1
gridania_to_coerthas.pcapng,s2c,0,592,10,1168,0x017E,56,24,43723073,150,23319640073847,,
gridania_to_coerthas.pcapng,s2c,0,592,25,2720,0x017C,152,120,43723073,150,23319640074302,10002,
gridania_to_coerthas.pcapng,s2c,0,592,26,2872,0x017D,64,32,43723073,150,23319640074302,,
gridania_to_coerthas.pcapng,s2c,0,592,27,2936,0x0183,152,120,43723073,150,23319640074302,,1
gridania_to_coerthas.pcapng,s2c,0,592,28,3088,0x017E,56,24,43723073,150,23319640074302,,
gridania_to_coerthas.pcapng,s2c,0,593,5,688,0x017C,152,120,43723073,150,23319640074741,10002,
gridania_to_coerthas.pcapng,s2c,0,593,6,840,0x017D,64,32,43723073,150,23319640074741,,
gridania_to_coerthas.pcapng,s2c,0,593,7,904,0x0183,152,120,43723073,150,23319640074741,,1
gridania_to_coerthas.pcapng,s2c,0,593,8,1056,0x017E,56,24,43723073,150,23319640074741,,
gridania_to_coerthas.pcapng,s2c,0,595,0,0,0x017A,176,144,43723073,2702159776422299613,173508149446676,,
gridania_to_coerthas.pcapng,s2c,0,595,1,176,0x017A,176,144,43723073,2702159776422299768,173508149446676,,
gridania_to_coerthas.pcapng,s2c,0,595,2,352,0x017A,176,144,43723073,2702159776422299789,173508149446676,,
gridania_to_coerthas.pcapng,s2c,0,597,7,800,0x017C,152,120,43723073,150,23319641221374,10002,
gridania_to_coerthas.pcapng,s2c,0,597,8,952,0x017D,64,32,43723073,150,23319641221374,,
gridania_to_coerthas.pcapng,s2c,0,597,9,1016,0x0183,152,120,43723073,150,23319641221374,,1
gridania_to_coerthas.pcapng,s2c,0,597,10,1168,0x017E,56,24,43723073,150,23319641221374,,
gridania_to_coerthas.pcapng,s2c,0,597,25,2720,0x017C,152,120,43723073,150,23319641221845,10002,
gridania_to_coerthas.pcapng,s2c,0,597,26,2872,0x017D,64,32,43723073,150,23319641221845,,
gridania_to_coerthas.pcapng,s2c,0,597,27,2936,0x0183,152,120,43723073,150,23319641221845,,1
gridania_to_coerthas.pcapng,s2c,0,597,28,3088,0x017E,56,24,43723073,150,23319641221845,,
gridania_to_coerthas.pcapng,s2c,0,600,0,0,0x017A,176,144,43723073,2702159776422299788,173508149446676,,
gridania_to_coerthas.pcapng,s2c,0,600,1,176,0x017A,176,144,43723073,2702159776422299787,173508149446676,,
gridania_to_coerthas.pcapng,s2c,0,603,7,800,0x017C,152,120,43723073,150,23319642251572,10002,
gridania_to_coerthas.pcapng,s2c,0,603,8,952,0x017D,64,32,43723073,150,23319642251572,,
gridania_to_coerthas.pcapng,s2c,0,603,9,1016,0x0183,152,120,43723073,150,23319642251572,,1
gridania_to_coerthas.pcapng,s2c,0,603,10,1168,0x017E,56,24,43723073,150,23319642251572,,
gridania_to_coerthas.pcapng,s2c,0,603,25,2720,0x017C,152,120,43723073,150,23319642252033,10002,
gridania_to_coerthas.pcapng,s2c,0,603,26,2872,0x017D,64,32,43723073,150,23319642252033,,
gridania_to_coerthas.pcapng,s2c,0,603,27,2936,0x0183,152,120,43723073,150,23319642252033,,1
gridania_to_coerthas.pcapng,s2c,0,603,28,3088,0x017E,56,24,43723073,150,23319642252033,,
gridania_to_coerthas.pcapng,s2c,0,604,0,0,0x018B,88,56,43723073,9223372036862634412,18446744069458307393,,
gridania_to_coerthas.pcapng,s2c,0,604,1,88,0x017A,176,144,43723073,2702159776422299617,173508149446676,,
gridania_to_coerthas.pcapng,s2c,0,604,2,264,0x017A,176,144,43723073,2702159776422299785,173508149446676,,
gridania_to_coerthas.pcapng,s2c,0,606,8,840,0x017C,152,120,43723073,150,23319643276055,10002,
gridania_to_coerthas.pcapng,s2c,0,606,9,992,0x017D,64,32,43723073,150,23319643276055,,
gridania_to_coerthas.pcapng,s2c,0,606,10,1056,0x0183,152,120,43723073,150,23319643276055,,1
gridania_to_coerthas.pcapng,s2c,0,606,11,1208,0x017E,56,24,43723073,150,23319643276055,,
gridania_to_coerthas.pcapng,s2c,0,606,26,2760,0x017C,152,120,43723073,150,23319643276506,10002,
gridania_to_coerthas.pcapng,s2c,0,606,27,2912,0x017D,64,32,43723073,150,23319643276506,,
gridania_to_coerthas.pcapng,s2c,0,606,28,2976,0x0183,152,120,43723073,150,23319643276506,,1
gridania_to_coerthas.pcapng,s2c,0,606,29,3128,0x017E,56,24,43723073,150,23319643276506,,
gridania_to_coerthas.pcapng,s2c,0,607,5,688,0x017C,152,120,43723073,150,23319643276938,10002,
gridania_to_coerthas.pcapng,s2c,0,607,6,840,0x017D,64,32,43723073,150,23319643276938,,
gridania_to_coerthas.pcapng,s2c,0,607,7,904,0x0183,152,120,43723073,150,23319643276938,,1
gridania_to_coerthas.pcapng,s2c,0,607,8,1056,0x017E,56,24,43723073,150,23319643276938,,
gridania_to_coerthas.pcapng,s2c,0,609,0,0,0x017A,176,144,43723073,2702159776422299615,173508149446676,,
gridania_to_coerthas.pcapng,s2c,0,609,1,176,0x017A,176,144,43723073,2702159776422299616,173508149446676,,
gridania_to_coerthas.pcapng,s2c,0,610,0,0,0x017A,176,144,43723073,2702159776422299783,173508149446676,,
gridania_to_coerthas.pcapng,s2c,0,619,0,0,0x018B,88,56,43723073,9223372036862634412,18446744069458307393,,
gridania_to_coerthas.pcapng,s2c,0,631,0,0,0x018B,88,56,43723073,9223372036862634412,18446744069458307393,,
gridania_to_coerthas.pcapng,s2c,0,648,0,0,0x018B,88,56,43723073,9223372036862634412,18446744069458307393,,
gridania_to_coerthas.pcapng,s2c,0,663,0,0,0x018B,88,56,43723073,9223372036862634412,18446744069458307393,,
gridania_to_coerthas.pcapng,s2c,0,676,0,0,0x018B,88,56,43723073,9223372036862634412,18446744069458307393,,
gridania_to_coerthas.pcapng,s2c,0,677,7,800,0x017C,152,120,43723073,150,23319673091442,10002,
gridania_to_coerthas.pcapng,s2c,0,677,8,952,0x017D,64,32,43723073,150,23319673091442,,
gridania_to_coerthas.pcapng,s2c,0,677,9,1016,0x0183,152,120,43723073,150,23319673091442,,1
gridania_to_coerthas.pcapng,s2c,0,677,10,1168,0x017E,56,24,43723073,150,23319673091442,,
gridania_to_coerthas.pcapng,s2c,0,679,0,0,0x017A,176,144,43723073,2702159776422300040,173508149446676,,
gridania_to_coerthas.pcapng,s2c,0,680,7,800,0x017C,152,120,43723073,150,23319674211389,10002,
gridania_to_coerthas.pcapng,s2c,0,680,8,952,0x017D,64,32,43723073,150,23319674211389,,
gridania_to_coerthas.pcapng,s2c,0,680,9,1016,0x0183,152,120,43723073,150,23319674211389,,1
gridania_to_coerthas.pcapng,s2c,0,680,10,1168,0x017E,56,24,43723073,150,23319674211389,,
gridania_to_coerthas.pcapng,s2c,0,682,0,0,0x017A,176,144,43723073,2702159776422299504,173508149446676,,
gridania_to_coerthas.pcapng,s2c,0,687,7,800,0x017C,152,120,43723073,150,23319676371799,10002,
gridania_to_coerthas.pcapng,s2c,0,687,8,952,0x017D,64,32,43723073,150,23319676371799,,
gridania_to_coerthas.pcapng,s2c,0,687,9,1016,0x0183,152,120,43723073,150,23319676371799,,1
gridania_to_coerthas.pcapng,s2c,0,687,10,1168,0x017E,56,24,43723073,150,23319676371799,,
gridania_to_coerthas.pcapng,s2c,0,688,0,0,0x017A,176,144,43723073,2702159776422298702,173508149446676,,
gridania_to_coerthas.pcapng,s2c,0,690,7,800,0x017C,152,120,43723073,150,23319677775921,10002,
gridania_to_coerthas.pcapng,s2c,0,690,8,952,0x017D,64,32,43723073,150,23319677775921,,
gridania_to_coerthas.pcapng,s2c,0,690,9,1016,0x0183,152,120,43723073,150,23319677775921,,1
gridania_to_coerthas.pcapng,s2c,0,690,10,1168,0x017E,56,24,43723073,150,23319677775921,,
gridania_to_coerthas.pcapng,s2c,0,692,1,64,0x017A,176,144,43723073,2702159776422300039,173508149446676,,
gridania_to_coerthas.pcapng,s2c,0,693,0,0,0x018B,88,56,43723073,9223372036862634412,18446744069458307393,,
gridania_to_coerthas.pcapng,s2c,0,694,7,800,0x017C,152,120,43723073,150,23319678870772,10002,
gridania_to_coerthas.pcapng,s2c,0,694,8,952,0x017D,64,32,43723073,150,23319678870772,,
gridania_to_coerthas.pcapng,s2c,0,694,9,1016,0x0183,152,120,43723073,150,23319678870772,,1
gridania_to_coerthas.pcapng,s2c,0,694,10,1168,0x017E,56,24,43723073,150,23319678870772,,
gridania_to_coerthas.pcapng,s2c,0,698,0,0,0x017A,176,144,43723073,2702159776422299502,173508149446676,,
gridania_to_coerthas.pcapng,s2c,0,701,7,800,0x017C,152,120,43723073,150,23319681041603,10002,
gridania_to_coerthas.pcapng,s2c,0,701,8,952,0x017D,64,32,43723073,150,23319681041603,,
gridania_to_coerthas.pcapng,s2c,0,701,9,1016,0x0183,152,120,43723073,150,23319681041603,,1
gridania_to_coerthas.pcapng,s2c,0,701,10,1168,0x017E,56,24,43723073,150,23319681041603,,
gridania_to_coerthas.pcapng,s2c,0,705,0,0,0x017A,176,144,43723073,2702159776422298670,173508149446676,,
gridania_to_coerthas.pcapng,s2c,0,710,4,520,0x017C,152,120,43723073,150,23319683280717,10002,
gridania_to_coerthas.pcapng,s2c,0,710,5,672,0x017D,64,32,43723073,150,23319683280717,,
gridania_to_coerthas.pcapng,s2c,0,710,6,736,0x0183,152,120,43723073,150,23319683280717,,1
gridania_to_coerthas.pcapng,s2c,0,710,7,888,0x017E,56,24,43723073,150,23319683280717,,
gridania_to_coerthas.pcapng,s2c,0,712,0,0,0x017A,176,144,43723073,2702159776422300038,173508149446676,,
gridania_to_coerthas.pcapng,s2c,0,715,0,0,0x018B,88,56,43723073,9223372036862634412,18446744069458307393,,
gridania_to_coerthas.pcapng,s2c,0,730,0,0,0x018B,88,56,43723073,9223372036862634412,18446744069458307393,,
gridania_to_coerthas.pcapng,s2c,0,738,7,800,0x017C,152,120,43723073,150,23319694331452,10002,
gridania_to_coerthas.pcapng,s2c,0,738,8,952,0x017D,64,32,43723073,150,23319694331452,,
gridania_to_coerthas.pcapng,s2c,0,738,9,1016,0x0183,152,120,43723073,150,23319694331452,,1
gridania_to_coerthas.pcapng,s2c,0,738,10,1168,0x017E,56,24,43723073,150,23319694331452,,
gridania_to_coerthas.pcapng,s2c,0,738,25,2720,0x017C,152,120,43723073,150,23319694331912,10002,
gridania_to_coerthas.pcapng,s2c,0,738,26,2872,0x017D,64,32,43723073,150,23319694331912,,
gridania_to_coerthas.pcapng,s2c,0,738,27,2936,0x0183,152,120,43723073,150,23319694331912,,1
gridania_to_coerthas.pcapng,s2c,0,738,28,3088,0x017E,56,24,43723073,150,23319694331912,,
gridania_to_coerthas.pcapng,s2c,0,740,0,0,0x017A,176,144,43723073,2702159776422298676,173508149446676,,
